gene,start,end,strand,product
hofM,3666986,3667765,c,DNA utilization protein HofM
mrcA,3667862,3670438,,carboxypeptidase/penicillin-binding protein 1A
nudE,3670534,3671130,c,ADP compounds hydrolase NudE
igaA,3671420,3673552,,Intracellular growth attenuator protein igaA
yrfG,3673575,3674285,,GMP/IMP nucleotidase
hslR,3674296,3674697,,heat-shock protein
hslO,3674722,3675600,,molecular chaperone Hsp33
yhgE,3675710,3677419,c,DUF4153 domain-containing protein
pckA,3677799,3679418,,phosphoenolpyruvate carboxykinase (ATP)
envZ,3679493,3680845,c,osmolarity sensor protein EnvZ
ompR,3680842,3681561,c,response regulator OmpR
greB,3681787,3682260,,transcription elongation factor GreB
yhgF,3682359,3684689,,RNA-binding transcriptional accessory protein
B0X74_20630,3684876,3685106,,uncharacterized protein
feoA,3685126,3685353,,ferrous iron transporter A (FeoA)
feoB,3685372,3687690,,ferrous iron transporter B
feoC,3687703,3687939,,ferrous iron transporter C
tnp,3688174,3689088,,ISPlu15 (ISNCY family) transposase
bioH,3689124,3689894,c,pimeloyl-[acyl-carrier protein] methyl ester esterase
gntX,3689932,3690615,,DNA utilization protein GntX
nfuA,3690674,3691249,,Fe-S biogenesis protein NfuA
gntT,3691626,3692942,,gluconate transporter
malQ,3693061,3695139,c,4-alpha-glucanotransferase
malP,3695149,3697542,c,maltodextrin phosphorylase
malT,3698136,3700841,,transcriptional regulator MalT
yafQ,3700929,3701204,c,YafQ family addiction module toxin
dinJ,3701207,3701467,c,antitoxin DinJ
rtcA,3701576,3702595,c,RNA 3'-terminal-phosphate cyclase
rtcB,3702599,3703813,c,RNA-splicing ligase RtcB
B0X74_20710,3704161,3704328,c,ribonucleoprotein
B0X74_20715,3704361,3705914,c,putative RNA-binding protein
rtcR,3706104,3707687,,transcriptional regulator
glpR,3707684,3708442,c,DeoR/GlpR family transcriptional regulator
glpG,3708536,3709366,c,rhomboid family intramembrane serine protease GlpG
glpE,3709442,3709768,c,thiosulfate sulfurtransferase
glpD,3709967,3711475,,glycerol-3-phosphate dehydrogenase
B0X74_20745,3711522,3712067,c,uncharacterized protein
pstS2,3712077,3713573,c,phosphate ABC transporter substrate-binding protein
gldA,3713730,3714839,c,glycerol dehydrogenase GldA
B0X74_20760,3715177,3716511,,MFS transporter
B0X74_20765,3716508,3718223,,dihydroxy-acid dehydratase
B0X74_20770,3718267,3719172,,dihydrodipicolinate synthase family protein
B0X74_20775,3719216,3719971,c,transcriptional regulator
glgP,3720149,3722596,c,glycogen phosphorylase
glgA,3722616,3724049,c,glycogen synthase
glgC,3724049,3725344,c,glucose-1-phosphate adenylyltransferase
glgX,3725359,3727335,c,glycogen debranching enzyme
glgB,3727332,3729518,c,glycogen-branching enzyme
asd,3729865,3730971,c,aspartate-semialdehyde dehydrogenase
yhgN,3731098,3731478,,MarC family transporter YhgN
gntU,3731395,3732735,c,gluconate transporter
gntK,3732732,3733265,c,gluconokinase
gntR,3733404,3734399,c,D-gluconate regulon transcriptional repressor GntR
yhhW,3734529,3735224,c,"quercetin 2,3-dioxygenase"
yhhX,3735348,3736385,c,oxidoreductase
yhhY,3736853,3737341,,aminoacyl nucleotide detoxifying acetyltransferase
rbsK2,3737606,3738820,,ribokinase
B0X74_20845,3738836,3739597,,COG5426 family membrane protein
ydcZ2,3739651,3740622,,YdcZ family membrane protein
B0X74_20855,3740619,3741653,,phosphotriesterase-related protein
ggt,3741698,3743440,c,gamma-glutamyltransferase
yhhA,3743566,3743982,,DUF2756 domain outer membrane protein
ugpQ,3743995,3744735,c,glycerophosphoryl diester phosphodiesterase
ugpC,3744732,3745802,c,sn-glycerol-3-phosphate import ATP-binding protein UgpC
ugpE,3745804,3746649,c,sn-glycerol 3-phosphate ABC transporter permease
ugpA,3746646,3747533,c,sn-glycerol 3-phosphate ABC transporter permease
ugpB,3747597,3748913,c,sn-glycerol-3-phosphate-binding periplasmic protein UgpB
doc,3749172,3749540,c,"death on curing protein, Doc toxin"
yefM,3749537,3749758,c,"prevent host death protein, Phd antitoxin"
livF,3749890,3750603,c,ABC transporter ATP-binding protein LivF
livG,3750605,3751372,c,ABC transporter ATP-binding protein LivG
livM,3751369,3752646,c,branched-chain amino acid ABC transporter permease LivM
livH,3752643,3753569,c,branched-chain amino acid ABC transporter permease
livK,3753629,3754738,c,branched chain amino acid ABC transporter substrate-binding protein
panM,3755160,3755543,,PanD maturation factor
livJ,3755738,3756841,c,Leu/Ile/Val/Thr-binding protein
rpoH,3757163,3758017,c,RNA polymerase sigma-32 factor
ftsX,3758263,3759318,c,cell division protein FtsX
ftsE,3759311,3759979,c,cell division ATP-binding protein FtsE
ftsY,3759982,3761457,c,signal recognition particle-docking protein FtsY
rsmD,3761583,3762179,,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
yhhL,3762166,3762438,,DUF1145 domain protein YhhL
yhhM,3762460,3762831,c,DUF2500 domain protein YhhM
yhhN,3762973,3763599,,putative membrane protein YhhN
zntA,3763680,3765878,,zinc/cadmium/mercury/lead-transporting ATPase
tcp,3766078,3767721,,methyl-accepting chemotaxis citrate transducer
tusA,3767745,3767990,c,sulfurtransferase TusA
yhhQ,3768160,3768825,,DUF165 domain protein YhhQ
dcrB,3768898,3769455,,DUF1795 domain lipoprotein
yhhS,3769459,3770676,c,UPF0226 major facilitator superfamily (MFS) protein YhhS
yhhT,3770808,3771857,,UPF0118 family permease
acpT,3771909,3772487,,4'-phosphopantetheinyl transferase
nikR,3772579,3772980,,nickel-responsive regulator NikR
yhhJ,3773070,3774194,c,putative ABC transporter permease YhhJ
rbbA,3774194,3776935,c,ribosome-associated ATPase RbbA
yhiI,3776932,3777999,c,putative efflux pump membrane fusion protein
B0X74_21040,3778305,3779501,c,putative flavoprotein YhiN
pitA,3779732,3781228,,low-affinity inorganic phosphate transporter
uspB,3781368,3781703,c,universal stress protein UspB
uspA,3782091,3782525,,universal stress protein A
dtpB,3782850,3784322,,di-tripeptide/H+ symporter DtpB
rsmJ,3784414,3785172,c,ribosomal RNA small subunit methyltransferase J
prlC,3785179,3787221,c,"oligopeptidase A, zinc metalloprotease"
B0X74_21075,3787403,3788674,c,putative acid phosphatase
rlmJ,3788885,3789727,,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
gor,3789832,3791184,,glutathione-disulfide reductase
fraE,3791231,3792274,c,L-asparaginase
fraA,3792333,3793652,c,putative F-Asn transporter FraA
fraD,3793706,3794551,c,fructoselysine 6-kinase FraD
fraB,3794615,3795589,c,putative F-Asn deglycase FraB
fraR,3795768,3796487,c,DNA-binding transcriptional regulator FraR
treF,3796813,3798462,,cytoplasmic trehalase TreF
B0X74_21120,3798475,3800064,c,putative inner membrane protein
B0X74_21125,3800345,3800701,,endolysin
yhjB,3800707,3801309,c,DNA-binding response regulator
yhjC,3801937,3802839,,LysR family transcriptional regulator
yhjD,3802912,3803940,,putative BrkB family lipid IVA exporter YhjD
yhjE,3804291,3805613,,MFS transporter YhjE
yhjG,3805653,3807713,c,Putative inner membrane-anchored AsmA family protein
yhjH,3807823,3808590,c,cyclic-guanylate-specific phosphodiesterase
kdgK,3808819,3809748,,ketodeoxygluconokinase
yhjJ,3809802,3811289,c,peptidase M16
dctA,3811509,3812795,c,C4-dicarboxylate ABC transporter
yhjK,3812953,3814959,c,cyclic-di-GMP phosphodiesterase
bcsC,3815133,3818675,c,cellulose synthase operon protein C
bcsZ,3818657,3819766,c,endoglucanase
bcsB,3819770,3822070,c,cyclic di-GMP-binding protein
bcsA,3822081,3824705,c,cellulose synthase catalytic subunit
bcsQ,3824702,3825454,c,cellulose biosynthesis protein BcsQ
yhjR,3825455,3825658,c,cellulose biosynthesis protein BcsR
bcsE,3825903,3827474,,cellulose biosynthesis protein BcsE
bcsF,3827471,3827662,,cellulose biosynthesis protein BcsF
bcsG,3827659,3829338,,cellulose biosynthesis protein BcsG
ldrD,3829420,3829551,c,small toxic polypeptide ldrD (Modular protein)
B0X74_21235,3829655,3829915,,uncharacterized protein
B0X74_21240,3829912,3830052,,MetC family protein
yhjV,3830170,3831468,,HAAAP family transporter YhjV
dppF,3831569,3832582,c,dipeptide ABC transporter ATP-binding protein DppF
dppD,3832579,3833562,c,dipeptide ABC transporter ATP-binding protein
dppC,3833573,3834475,c,dipeptide ABC transporter permease DppC
dppB,3834485,3835504,c,dipeptide ABC transporter permease DppB
dppA,3835661,3837268,c,ABC transporter substrate-binding protein
B0X74_21280,3837824,3839149,c,putative xanthine/uracil permease
B0X74_21285,3839207,3840331,c,aryl sulfotransferase
B0X74_21290,3840481,3841488,,LacI/PurR family transcriptional regulator
eptB,3841815,3843506,c,phosphoethanolamine transferase EptB
lpfE,3843724,3844251,c,long polar fimbrial protein LpfE
lpfD,3844257,3845336,c,long polar fimbrial protein LpfD
lpfC,3845354,3847882,c,outer membrane usher protein LpfC
lpfB,3847905,3848603,c,chaperone protein LpfB
lpfA,3848688,3849212,c,long polar fimbrial protein LpfA
yhjY,3849730,3850434,c,autotransporter outer membrane beta-barrel domain-containing protein
tag,3850591,3851172,,DNA-3-methyladenine glycosylase I
yiaC,3851150,3851590,,N-acetyltransferase
bisC,3851559,3853892,c,biotin sulfoxide reductase BisC
yiaD,3854045,3854707,,outer membrane lipoprotein YiaD
ghrB,3854926,3855900,,bifunctional glyoxylate/hydroxypyruvate reductase B
yiaF,3855950,3856660,c,barrier effect co-colonization resistance factor
yiaG,3857057,3857389,,transcriptional regulator
cspA,3857678,3857890,,cold-shock protein CspA
cueP,3858064,3858603,,copper resistance protein CueP
tacT,3858975,3859460,c,N-acetyltransferase toxin TacT
tacA,3859448,3859714,c,TacT antitoxin TacA
B0X74_21395,3859913,3860380,c,GNAT family N-acetyltransferase
glyS,3861009,3863078,c,glycine--tRNA ligase subunit beta
glyQ,3863088,3863999,c,glycine--tRNA ligase subunit alpha
ysaB,3864138,3864440,c,lipoprotein
wecH,3864606,3865601,,acetyltransferase
yiaA,3865624,3865977,c,putative membrane protein YiaA
xylB,3866152,3867606,c,xylulokinase
xylA,3867706,3869028,c,xylose isomerase
xylR,3869391,3870569,,XylR family transcriptional regulator
bax,3870630,3871454,c,uncharacterized protein Bax
malS,3871770,3873797,,alpha-amylase MalS
avtA,3873971,3875221,,valine--pyruvate transaminase AvtA
ysaA,3875258,3875731,c,putative hydrogenase YsaA (4Fe-4S ferredoxin-type)
yiaJ,3875848,3876648,c,yiaK operon transcriptional regulator YiaJ
yiaK,3876878,3877876,,3-dehydro-L-gulonate 2-dehydrogenase
yiaL,3877888,3878352,,DUF386 domain protein YiaL
yiaX1,3878376,3879308,,DUF4862 domain-containing protein
yiaM,3879447,3879920,,"2,3-diketo-L-gulonate TRAP transporter small permease YiaM"
yiaN,3879923,3881200,,"2,3-diketo-L-gulonate TRAP transporter large permease"
yiaO,3881212,3882198,,"2,3-diketo-L-gulonate-binding periplasmic protein"
lyxK,3882202,3883698,,L-xylulose/3-keto-L-gulonate kinase LyxK
sgbH,3883695,3884357,,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
sgbU,3884350,3885210,,xylulose 5-phosphate 3-epimerase
sgbE,3885204,3885899,,L-ribulose-5-phosphate 4-epimerase
ysaC,3886060,3886875,c,AraC family transcriptional regulator
hypBA1,3887139,3889094,,putative beta-L-arabinofuranosidase HypBA1
aldB,3889212,3890750,c,aldehyde dehydrogenase
B0X74_21545,3890919,3891800,,transcriptional regulator
selB,3892085,3893935,c,selenocysteine-specific translation factor
selA,3893932,3895323,c,L-selenocysteinyl-tRNA(Sec) synthase
yibF,3895422,3896030,c,glutathione S-transferase
mtlA,3896506,3898422,,PTS mannitol transporter subunit IICBA
mtlD,3898643,3899791,,mannitol-1-phosphate 5-dehydrogenase
mtlR,3899788,3900378,,mannitol operon repressor
yibT,3900388,3900597,c,uncharacterized protein YibT
yibL,3900888,3901250,,ribosome-associated DUF2810 family protein
sadB,3901740,3902423,,DUF3251 domain protein
sadA,3902467,3906852,,putative autotransporter adhesin SadA
lldP,3907151,3908806,,L-lactate permease
lldR,3908803,3909579,,transcriptional regulator LldR
lldD,3909576,3910766,,alpha-hydroxy-acid oxidizing enzyme LldD
trmL,3910830,3911303,,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
B0X74_21625,3911371,3912426,c,GntR family gluconate-specific transcriptional regulator
B0X74_21630,3912425,3912676,,uncharacterized protein
talrD,3912694,3913890,,L-talarate/galactarate dehydratase
gudT2,3913964,3915274,,putative galactonate transporter
cysE,3915357,3916178,c,serine acetyltransferase
gpsA,3916256,3917275,c,glycerol-3-phosphate dehydrogenase (NAD(P)(+))
secB,3917275,3917742,c,protein-export protein SecB
grxC,3917786,3918037,c,glutaredoxin 3
yibN,3918124,3918555,c,putative rhodanese homology domain (RHOD) protein
gpmI,3918803,3920347,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
envC,3920357,3921640,,murein hydrolase activator EnvC
yibQ,3921644,3922606,,uncharacterized protein YibQ
yibD,3922593,3923627,c,glycosyltransferase
tdh,3924121,3925146,c,L-threonine 3-dehydrogenase
kbl,3925156,3926352,c,2-amino-3-ketobutyrate CoA ligase
waaD,3926555,3927487,,ADP-L-glycero-D-mannoheptose-6-epimerase WaaD
waaF,3927490,3928536,,ADP-heptose--LPS heptosyltransferase 2 WaaF
waaC,3928536,3929489,,LPS heptosyltransferase 1 WaaC
waaL,3929529,3930743,,O-antigen ligase WaaL
waaK,3930800,3931945,c,"LPS 1,2-N-acetylglucosaminetransferase WaaK"
waaZ,3932046,3932855,c,3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ (RfaZ)
waaY,3933005,3933703,c,heptose kinase WaaY
waaJ,3933726,3934736,c,"LPS 1,2-glucosyltransferase WaaJ"
waaI,3934754,3935767,c,"LPS 1,3-galactosyltransferase WaaI"
waaB,3935773,3936852,c,glycosyl transferase WaaB
yibR,3936922,3937131,c,uncharacterized protein YibR
waaP,3937187,3937984,c,lipopolysaccharide core heptose(I) kinase WaaP (RfaP)
waaG,3937977,3939101,c,glucosyltransferase I WaaG (RfaG)
waaQ,3939098,3940168,c,lipopolysaccharide core heptosyltransferase RfaQ
waaA,3940577,3941854,,3-deoxy-D-manno-octulosonic acid transferase
coaD,3941863,3942342,,phosphopantetheine adenylyltransferase
mutM,3942370,3943179,c,formamidopyrimidine-DNA glycosylase
rpmG,3943277,3943444,c,50S ribosomal protein L33
rpmB,3943465,3943701,c,50S ribosomal protein L28
yicR,3943919,3944584,c,putative deubiquitinating (DUB) enzyme YicR
dfp,3944760,3945980,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
dut,3945958,3946416,,deoxyuridine 5'-triphosphate nucleotidohydrolase
slmA,3946524,3947120,,nucleoid occlusion factor SlmA
pyrE,3947198,3947839,c,orotate phosphoribosyltransferase
rph,3947918,3948634,c,ribonuclease PH
yicC,3948760,3949623,,TIGR00255 family protein YicC
B0X74_21835,3949673,3950575,c,LysR family transcriptional regulator
bla2,3950649,3951530,,metallo-beta-lactamase (subclass B3) family protein
yicG,3951781,3952398,,inner membrane protein YicG
ligB,3952395,3954080,c,DNA ligase B
gmk,3954337,3954960,,guanylate kinase
rpoZ,3955015,3955290,,DNA-directed RNA polymerase subunit omega
spoT,3955309,3957420,,"bifunctional GTP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
trmH,3957425,3958114,,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH
recG,3958120,3960201,,DNA helicase RecG
B0X74_21885,3960204,3961055,c,uncharacterized protein
gltS,3961058,3962263,c,sodium/glutamate symporter
xanP,3962491,3963882,,xanthine permease XanP
yicH,3964003,3965712,,AsmA family protein YicH
yicI,3965815,3968133,c,alpha-xylosidase
yicJ,3968145,3969527,c,sugar transporter
B0X74_21920,3970226,3970570,c,uncharacterized protein
sugR,3971248,3972438,,ATP-binding protein SugR (N-terminal region)
B0X74_21935,3972438,3972785,,c-terminal region of SugR
B0X74_21940,3972972,3974009,,uncharacterized protein RhuM
B0X74_21950,3975308,3975925,,uncharacterized protein RmbA
misL,3976000,3978867,,autotransporter outer membrane protein MisL
fidL,3978962,3979426,c,uncharacterized protein FidL
marT,3979437,3980201,c,transcriptional regulator MarT
slsA,3981078,3981758,,isochorismatase family hydrolase SlsA
cigR,3981987,3982466,c,uncharacterized protein CigR
mgtR,3982667,3982759,c,regulatory peptide MgtR
mgtB,3982781,3985507,c,magnesium-translocating P-type ATPase (MgtB)
mgtC,3985727,3986422,c,virulence factor protein MgtC
mgtP,3986485,3986535,c,leader peptide MgtP
mgtM,3986645,3986683,c,leader peptide MgtM
yicL,3986931,3987833,,EamA family transporter
tnp,3987876,3988817,c,ISNCY family transposase
dgaF,3989053,3989796,c,2-dehydro-3-deoxy-phosphogluconate aldolase
dgaE,3989783,3990892,c,D-glucosaminate-6-phosphate ammonia lyase
dgaD,3990896,3991753,c,"PTS system, D-glucosaminate-specific IID component"
dgaC,3991753,3992502,c,"PTS system, D-glucosaminate-specific IIC component"
dgaB,3992648,3993133,c,"PTS system, D-glucosaminate-specific IIB component"
dgaA,3993144,3993569,c,"PTS system, D-glucosaminate-specific IIA component"
dgaR,3993788,3996586,c,transcriptional regulatory protein DgaR
yicS,3996783,3997076,,uncharacterized protein YicS
gmuD,3997182,3998564,,phospho-beta-glucosidase GmuD
nepI,3998624,3999817,c,purine ribonucleoside efflux pump NepI
relE,4000033,4000392,,addiction module toxin RelE
B0X74_22065,4000376,4000699,,transcriptional regulator
B0X74_22070,4000790,4001059,c,HPr family phosphocarrier protein
B0X74_22075,4001069,4001929,c,"putative fructose-1,6-bisphosphate aldolase"
B0X74_22080,4001992,4003476,c,FGGY family carbohydrate kinase
B0X74_22085,4003469,4004827,c,PTS galactitol transporter subunit IIC
B0X74_22090,4004903,4005190,c,PTS sugar transporter subunit IIB
B0X74_22095,4005187,4005660,c,PTS sugar transporter subunit IIA
B0X74_22100,4005678,4006421,c,GntR family transcriptional regulator
yicN,4006774,4007226,c,DUF1198 domain protein
uhpT,4007419,4008810,c,hexose phosphate transporter UhpT
uhpC,4008953,4010281,c,regulatory protein UhpC
uhpB,4010291,4011793,c,sensory kinase UhpB
uhpA,4011793,4012383,c,DNA-binding response regulator UhpA
deoM,4012458,4013471,c,putative deoxyribose mutarotase DeoM
deoP,4013483,4014799,c,permease DeoP
deoK,4014830,4015750,c,deoxyribokinase DeoK
deoQ,4016075,4016860,,transcriptional regulator DeoQ
ilvN,4016862,4017152,c,acetolactate synthase isozyme 1 small subunit
ilvB,4017156,4018844,c,acetolactate synthase large subunit IlvB
ivbL,4018951,4019049,c,ilvB operon leader peptide IlvL
tisB,4019683,4019772,,type I toxin-antitoxin system toxin TisB
B0X74_22170,4019865,4020725,,putative permease
emrD,4020928,4022112,,multidrug transporter EmrD
B0X74_22180,4022039,4023124,c,uncharacterized protein
dsdC,4023188,4024111,c,DNA-binding transcriptional regulator DsdC
dsdX,4024337,4025674,,D-serine transporter DsdX
dsdA,4025692,4027014,,D-serine dehydratase
yidF,4027096,4027626,c,AslB family protein YidF
yidG,4027623,4027985,c,putative membrane protein YidG
yidH,4027975,4028322,c,DUF202 domain membrane protein YidH
yidE,4028766,4030427,c,putative AAE family transporter YidE
ibpB,4030617,4031045,c,heat-shock protein IbpB
ibpA,4031155,4031568,c,heat-shock protein IbpA
yidQ,4031875,4032210,,YceK/YidQ family lipoprotein
yidR,4032212,4033438,c,DUF3748 domain protein YidR
ccmH,4033560,4034603,c,cytochrome c-type biogenesis protein CcmH
dsbE,4034600,4035157,c,thiol:disulfide interchange protein DsbE
ccmF,4035154,4037085,c,c-type cytochrome biogenesis protein CcmF
ccmE,4037082,4037561,c,cytochrome c-type biogenesis protein CcmE
ccmD,4037558,4037770,c,heme exporter protein CcmD
ccmC,4037767,4038504,c,heme ABC transporter permease CcmC
ccmB,4038556,4039212,c,heme exporter protein CcmB
ccmA,4039212,4039832,c,cytochrome c biogenesis ATP-binding export protein CcmA 1
ccp,4039835,4041235,c,cytochrome-c peroxidase
torD,4041425,4042057,c,molecular chaperone TorD
torA,4042050,4044602,c,trimethylamine-N-oxide reductase TorA
torC,4044592,4045776,c,trimethylamine N-oxide reductase cytochrome c-type subunit TorC
torR,4045870,4046598,,DNA-binding response regulator TorR
torT,4046571,4047611,c,TMAO reductase system protein TorT
torS,4047691,4050426,,TMAO reductase system sensor histidine kinase/response regulator TorS
dgoT,4050452,4051789,c,D-galactonate transporter
dgoD,4051874,4053022,c,D-galactonate dehydratase
dgoA,4053019,4053636,c,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
dgoK,4053620,4054498,c,2-oxo-3-deoxygalactonate kinase
dgoR,4054495,4055184,c,transcriptional regulator DgoR
yidA,4055445,4056290,c,erythrose 4-P/mannose 1-P phosphatase YidA
B0X74_22345,4056596,4057858,,putative sugar phosphate permease
B0X74_22350,4057872,4059065,,mandelate racemase
B0X74_22355,4059180,4060076,,LysR family transcriptional regulator
gyrB,4060095,4062509,c,DNA gyrase subunit B
recF,4062538,4063611,c,DNA replication and repair protein RecF
dnaN,4063759,4064859,c,DNA polymerase III subunit beta
dnaA,4064864,4066264,c,chromosomal replication initiator protein DnaA
rpmH,4066925,4067065,,50S ribosomal protein L34
rnpA,4067082,4067441,,ribonuclease P protein component
yidD,4067405,4067662,,membrane protein insertion efficiency factor YidD
yidC,4067665,4069311,,membrane protein insertase YidC
mnmE,4069453,4070817,,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
B0X74_22405,4071073,4071567,,phage integrase like protein
B0X74_22410,4071583,4072293,,P4-like integrase
B0X74_22420,4072618,4073580,,uncharacterized protein
ret,4073580,4074515,,RNA-directed DNA polymerase
mdtL,4075317,4076504,,multidrug resistance protein MdtL
yidZ,4076473,4077432,,HTH-type transcriptional regulator YidZ
yieE,4077590,4078345,,phosphopantetheinyl transferase superfamily protein YieE
chrR,4078345,4078929,,chromate reductase ChrR
adeP,4078974,4080437,c,adenine permease AdeP (PurP)
yieH,4080480,4081145,,6-phosphogluconate phosphatase
phoU,4081240,4081965,c,phosphate transport system regulator PhoU
pstB,4081980,4082753,c,phosphate ABC transporter ATP-binding protein
pstA,4082840,4083730,c,"phosphate ABC transporter, permease protein PstA"
pstC,4083730,4084689,c,phosphate ABC transporter permease
pstS,4084825,4085865,c,phosphate ABC transporter substrate-binding protein PstS
fruA,4086032,4087405,c,PTS fructose transporter subunit IIBC
ydiB2,4087454,4088272,c,shikimate 5-dehydrogenase family protein
sgrR3,4088367,4090124,,SgrR family transcriptional regulator
glmS,4090275,4092104,c,glutamine--fructose-6-phosphate aminotransferase GlmS
glmU,4092293,4093663,c,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
B0X74_22520,4093983,4094681,c,YbhL family membrane protein
atpC,4094911,4095330,c,ATP synthase epsilon chain
atpD,4095351,4096733,c,ATP synthase subunit beta
atpG,4096760,4097623,c,ATP synthase subunit gamma
atpA,4097674,4099215,c,ATP synthase subunit alpha
atpH,4099228,4099761,c,ATP synthase subunit delta
atpF,4099776,4100246,c,ATP synthase subunit B
atpE,4100306,4100545,c,ATP synthase subunit C
atpB,4100592,4101407,c,ATP synthase subunit A
atpI,4101416,4101796,c,ATP F0F1 synthase subunit I
rsmG,4102412,4103035,c,ribosomal RNA small subunit methyltransferase G
mnmG,4103138,4105027,c,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
mioC,4105406,4105849,c,FMN-binding protein MioC
asnC,4105939,4106397,c,transcriptional regulator AsnC
asnA,4106548,4107540,,asparagine synthetase A
viaA,4107545,4108996,c,protein ViaA
ravA,4108990,4110486,c,regulatory ATPase RavA
kup,4110834,4112702,,low affinity potassium transport system protein Kup
rbsD,4112899,4113318,,D-ribose pyranase
rbsA,4113326,4114831,,ribose import ATP-binding protein RbsA
rbsC,4114837,4115802,,ribose ABC transporter permease
rbsB,4115827,4116717,,D-ribose ABC transporter substrate-binding protein
rbsK,4116851,4117780,,ribokinase
rbsR,4117784,4118782,,transcriptional regulator RbsR
hsrA,4118748,4120175,c,MFS transporter HsrA
yieP,4120187,4120891,c,GntR family transcriptional regulator
hdfR,4126785,4127621,c,transcriptional regulator HdfR
maoP,4127740,4128078,,macrodomain Ori protein MaoP
yifB,4128103,4129623,c,ATP-dependent protease
ilvL,4129975,4130073,,IlvGMEDA operon leader peptide
ilvG,4130213,4131859,,acetolactate synthase 2 catalytic subunit
ilvM,4131856,4132119,,acetolactate synthase 2 small subunit
ilvE,4132137,4133066,,branched chain amino acid aminotransferase
ilvD,4133227,4135077,,dihydroxy-acid dehydratase
ilvA,4135080,4136624,,PLP-dependent threonine dehydratase
B0X74_22730,4136908,4137225,,phage-related protein
B0X74_22735,4137222,4137563,,XRE family transcriptional regulator
ilvY,4137566,4138453,c,HTH-type transcriptional activator IlvY
ilvC,4138617,4140092,,ketol-acid reductoisomerase
ppiC,4140184,4140465,c,peptidyl-prolyl cis-trans isomerase
rep,4141003,4143027,,DNA helicase Rep
gppA,4143067,4144548,c,"guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"
rhlB,4144667,4145932,c,ATP-dependent RNA helicase RhlB
trxA,4146076,4146405,,thiol reductase thioredoxin
rho,4146824,4148083,,transcription termination factor Rho
wecA,4148313,4149416,,undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
wzzE,4149428,4150474,,LPS biosynthesis protein
wecB,4150530,4151660,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
wecC,4151657,4152919,,UDP-N-acetyl-D-mannosamine dehydrogenase
rffG,4152919,4153986,,"dTDP-glucose 4,6-dehydratase"
rffH,4154019,4154243,,glucose-1-phosphate thymidylyltransferase
wecD,4154221,4154898,,TDP-fucosamine acetyltransferase
wecE,4154903,4156033,,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"
wzxE,4156035,4157285,,O-antigen translocase
wecF,4157282,4158361,,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
wzyE,4158358,4159716,,enterobacterial common antigen polymerase
wecG,4159713,4160453,,lipopolysaccharide N-acetylmannosaminouronosyltransferase
yifK,4160660,4162045,,putative amino acid transporter YifK
hemY,4163162,4164358,c,protoheme IX biogenesis protein HemY
hemX,4164361,4165530,c,uroporphyrinogen-III C-methyltransferase
hemD,4165552,4166292,c,uroporphyrinogen III methyltransferase
hemC,4166289,4167230,c,porphobilinogen deaminase HemC
cyaA,4167607,4170153,,adenylate cyclase
B0X74_22900,4170261,4170614,,uncharacterized protein
B0X74_22905,4170800,4171342,,putative membrane protein
B0X74_22910,4171354,4171716,,putative membrane protein
cyaY,4171787,4172107,c,iron-sulfur cluster formation protein CyaY
B0X74_22920,4172177,4172530,c,uncharacterized protein
yifL,4173262,4173465,,lipoprotein
dapF,4173502,4174326,,diaminopimelate epimerase
yigA,4174323,4175030,,DUF484 family protein YigA
xerC,4175027,4175929,,tyrosine recombinase XerC
yigB,4175929,4176645,,flavin mononucleotide phosphatase
uvrD,4176781,4178943,,DNA helicase II
B0X74_22965,4178993,4179178,c,uncharacterized protein
corA,4179415,4180365,,magnesium transporter CorA
yigF,4180414,4180794,c,DUF2628 domain membrane protein
yigG,4180810,4181268,c,putative membrane protein YigG
rarD,4181303,4182187,c,putative chloramphenical resistance permease RarD
yigI,4182231,4182698,c,putative thioesterase YigI
pldA,4182863,4183732,,phospholipase A(1)
recQ,4183816,4185645,,DNA helicase RecQ
rhtC,4185709,4186329,,threonine export protein RhtC
rhtB,4186369,4186989,c,homoserine/homoserine lactone efflux protein RhtB
pldB,4187100,4188116,,lysophospholipase
